airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2 ,No info,11869
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,5636
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,04:25:00,1760,2 ,No info,15339
Air India,2019-03-12,Banglore,New Delhi,06:45:00,18:05:00,2120,3 ,No info,13387
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1 ,No info,7980
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1 ,No info,14571
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,23:35:00,570,1 ,No info,15149
Multiple Carriers,2019-06-12,Delhi,Cochin,11:35:00,21:00:00,565,3 ,No info,15629
Air India,2019-04-15,Banglore,Delhi,10:00:00,12:45:00,165,0,No info,6121
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,19:45:00,1315,1 ,In-flight meal not included,7438
Air India,2019-05-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4880
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1 ,No info,13377
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,20:40:00,735,1 ,In-flight meal not included,11134
Air India,2019-06-09,Delhi,Cochin,21:00:00,19:15:00,1335,1 ,No info,8372
Indigo,2019-06-01,Banglore,Delhi,10:30:00,13:20:00,170,0,No info,3943
Air India,2019-06-12,Delhi,Cochin,07:00:00,19:15:00,735,1 ,No info,8669
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No info,2017
Goair,2019-06-21,Banglore,Delhi,11:40:00,14:30:00,170,0,No info,3398
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,16:20:00,590,1 ,No info,14781
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,1 ,No info,12524
Jet Airways,2019-04-09,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4544
Jet Airways,2019-06-21,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,8541
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,22:25:00,870,1 ,No info,8759
Indigo,2019-06-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4804
Indigo,2019-05-15,Delhi,Cochin,07:35:00,16:10:00,515,1 ,No info,6442
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,07:40:00,1420,1 ,No info,14815
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,08:15:00,800,1 ,No info,14388
Indigo,2019-04-09,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,6093
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,3873
Indigo,2019-06-15,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Spicejet,2019-06-06,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,3873
Air India,2019-06-09,Delhi,Cochin,18:05:00,21:10:00,185,0,No info,8456
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,12:35:00,1010,1 ,In-flight meal not included,10262
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,4807
Multiple Carriers,2019-06-03,Delhi,Cochin,07:10:00,16:10:00,540,1 ,No info,7878
Indigo,2019-06-09,Kolkata,Banglore,20:20:00,22:55:00,155,0,No info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,09:20:00,730,1 ,In-flight meal not included,8529
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,16:10:00,625,1 ,No info,12284
Goair,2019-03-24,Kolkata,Banglore,22:25:00,07:40:00,555,1 ,No info,10091
Jet Airways,2019-06-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No info,5678
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,19:10:00,1570,1 ,No info,14151
Air India,2019-04-09,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,4441
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,19:10:00,1570,1 ,No info,14151
Indigo,2019-06-27,Banglore,Delhi,18:55:00,21:50:00,175,0,No info,4990
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,10:05:00,775,1 ,In-flight meal not included,9663
Air Asia,2019-04-09,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,4107
Vistara,2019-04-27,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,5613
Vistara,2019-06-18,Banglore,Delhi,17:00:00,19:35:00,155,0,No info,4878
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00:00,630,1 ,No info,11200
Air India,2019-06-09,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,12:35:00,1145,1 ,In-flight meal not included,12898
Jet Airways,2019-06-12,Delhi,Cochin,06:45:00,04:25:00,1300,2 ,No info,13376
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,04:25:00,805,1 ,In-flight meal not included,10262
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,12:35:00,395,1 ,No info,11264
Jet Airways,2019-05-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No info,8040
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1 ,No info,12692
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,18:00:00,1295,1 ,In-flight meal not included,9314
Indigo,2019-03-27,Delhi,Cochin,20:30:00,01:35:00,305,1 ,No info,5073
Air India,2019-04-01,Kolkata,Banglore,10:00:00,01:20:00,920,2 ,No info,10408
Multiple Carriers,2019-06-24,Delhi,Cochin,11:25:00,19:15:00,470,1 ,No info,7155
Indigo,2019-06-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Jet Airways,2019-04-09,Delhi,Cochin,20:55:00,12:35:00,940,1 ,No info,11822
Indigo,2019-05-21,Delhi,Cochin,06:40:00,21:00:00,860,1 ,No info,7006
Jet Airways,2019-04-21,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Indigo,2019-03-03,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,7673
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,11:25:00,750,1 ,No info,13817
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275,2 ,No info,10231
Jet Airways,2019-05-15,Banglore,Delhi,08:20:00,11:20:00,180,0,No info,7229
Multiple Carriers,2019-03-06,Delhi,Cochin,17:00:00,01:35:00,515,1 ,No info,24318
Spicejet,2019-05-06,Chennai,Kolkata,08:20:00,10:35:00,135,0,No info,3911
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,19:00:00,1530,1 ,In-flight meal not included,10262
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,18:15:00,705,1 ,In-flight meal not included,10844
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1415,1 ,In-flight meal not included,10262
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,13727
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1 ,In-flight meal not included,11134
Vistara,2019-06-24,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,4668
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,18:50:00,1550,1 ,No info,9345
Indigo,2019-06-12,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,3858
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,12:35:00,1025,2 ,In-flight meal not included,10368
Indigo,2019-06-24,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,3943
Indigo,2019-05-09,Delhi,Cochin,06:50:00,12:10:00,320,1 ,No info,5298
Air India,2019-06-03,Delhi,Cochin,09:45:00,09:25:00,1420,2 ,No info,10975
Air India,2019-04-18,Banglore,Delhi,06:10:00,08:55:00,165,0,No info,5228
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1 ,No info,14231
Indigo,2019-06-24,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4804
Air India,2019-05-27,Delhi,Cochin,16:40:00,19:15:00,1595,2 ,No info,9968
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1 ,In-flight meal not included,8066
Indigo,2019-03-03,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,14871
Air India,2019-06-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1 ,No info,6528
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,19:50:00,685,1 ,No info,12681
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,22:25:00,340,1 ,No info,6853
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:00:00,610,1 ,No info,13555
Vistara,2019-05-09,Banglore,Delhi,17:00:00,19:35:00,155,0,No info,4878
Multiple Carriers,2019-03-21,Delhi,Cochin,08:55:00,15:30:00,395,1 ,No info,11269
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,18:00:00,505,1 ,In-flight meal not included,12384
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,19:00:00,1325,1 ,In-flight meal not included,12898
Air India,2019-05-27,Delhi,Cochin,19:00:00,19:15:00,1455,1 ,No info,8372
Indigo,2019-04-15,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4174
Multiple Carriers,2019-06-12,Delhi,Cochin,14:00:00,01:30:00,690,1 ,No info,13377
Air India,2019-05-09,Delhi,Cochin,19:45:00,19:15:00,1410,2 ,No info,10178
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,05:05:00,900,1 ,No info,13555
Jet Airways,2019-04-01,Banglore,Delhi,18:55:00,22:00:00,185,0,No info,7229
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,805,1 ,No info,12767
Indigo,2019-05-18,Chennai,Kolkata,19:35:00,21:55:00,140,0,No info,3597
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,520,1 ,No info,13941
Multiple Carriers,2019-05-21,Delhi,Cochin,07:05:00,19:15:00,730,1 ,In-flight meal not included,10711
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,09:30:00,775,1 ,No info,17261
Air India,2019-05-18,Delhi,Cochin,17:15:00,07:40:00,865,2 ,No info,12199
Spicejet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Spicejet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1 ,No info,5830
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1 ,In-flight meal not included,8586
Goair,2019-03-15,Banglore,New Delhi,15:45:00,20:15:00,270,1 ,No info,7657
Indigo,2019-06-03,Delhi,Cochin,05:05:00,16:10:00,665,1 ,No info,6818
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1 ,No info,15554
Spicejet,2019-06-01,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40:00,1490,2 ,No info,20416
Air India,2019-06-01,Delhi,Cochin,19:00:00,19:15:00,1455,1 ,No info,8792
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0,No info,3925
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005,1 ,In-flight meal not included,10262
Air India,2019-06-01,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,6245
Air India,2019-03-15,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Multiple Carriers,2019-04-09,Delhi,Cochin,11:40:00,01:30:00,830,1 ,No info,6645
Indigo,2019-06-09,Delhi,Cochin,05:10:00,10:05:00,295,1 ,No info,6496
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,10:25:00,690,1 ,No info,13817
Multiple Carriers,2019-06-15,Delhi,Cochin,11:40:00,19:00:00,440,1 ,No info,11789
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,18:25:00,570,1 ,No info,26890
Air India,2019-05-24,Delhi,Cochin,09:45:00,09:25:00,1420,1 ,No info,7480
Indigo,2019-05-12,Kolkata,Banglore,20:20:00,22:55:00,155,0,No info,4804
Air India,2019-03-24,Banglore,New Delhi,17:00:00,19:45:00,165,0,No info,7486
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1 ,In-flight meal not included,6943
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,7229
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40:00,875,1 ,No info,12739
Multiple Carriers,2019-06-12,Delhi,Cochin,08:30:00,19:00:00,630,1 ,No info,10877
Indigo,2019-03-27,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No info,2754
Vistara,2019-03-15,Banglore,New Delhi,09:50:00,12:35:00,165,0,No info,6138
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2295,2 ,No info,10598
Indigo,2019-05-09,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No info,2437
Spicejet,2019-03-06,Kolkata,Banglore,06:55:00,09:35:00,160,0,No info,3850
Air India,2019-06-24,Banglore,Delhi,13:20:00,16:10:00,170,0,No info,6961
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,14:25:00,1080,1 ,No info,11467
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1 ,In-flight meal not included,11924
Indigo,2019-05-06,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No info,3342
Multiple Carriers,2019-03-06,Delhi,Cochin,06:00:00,19:15:00,795,1 ,No info,15353
Air India,2019-06-09,Delhi,Cochin,18:45:00,19:15:00,1470,2 ,No info,12257
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,19:10:00,1365,1 ,No info,14151
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1 ,In-flight meal not included,10844
Multiple Carriers,2019-03-06,Delhi,Cochin,07:10:00,21:20:00,850,2 ,In-flight meal not included,7731
Vistara,2019-04-15,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5403
Air India,2019-05-09,Banglore,Delhi,10:00:00,12:45:00,165,0,No info,5228
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1 ,No info,15603
Air India,2019-05-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4880
Indigo,2019-05-15,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,In-flight meal not included,2071
Jet Airways,2019-06-09,Delhi,Cochin,10:00:00,04:25:00,1105,1 ,In-flight meal not included,10262
Indigo,2019-03-06,Delhi,Cochin,18:35:00,01:35:00,420,1 ,No info,14871
Jet Airways,2019-05-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,11:25:00,840,1 ,No info,17261
Spicejet,2019-06-27,Chennai,Kolkata,09:45:00,12:00:00,135,0,No info,3597
Spicejet,2019-04-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,3873
Jet Airways,2019-04-03,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4544
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,13:20:00,380,1 ,No info,9042
Indigo,2019-03-21,Delhi,Cochin,20:30:00,01:35:00,305,1 ,No info,6232
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,19:15:00,535,1 ,No info,8476
Indigo,2019-05-21,Delhi,Cochin,11:55:00,00:55:00,780,1 ,No info,6282
Indigo,2019-05-18,Delhi,Cochin,14:20:00,22:30:00,490,1 ,No info,7640
Air India,2019-05-06,Kolkata,Banglore,05:50:00,12:00:00,1810,2 ,No info,11883
Vistara,2019-04-24,Banglore,Delhi,11:30:00,14:20:00,170,0,No info,5403
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,04:25:00,610,1 ,In-flight meal not included,12898
Indigo,2019-05-21,Delhi,Cochin,08:35:00,18:10:00,575,1 ,No info,6442
Jet Airways,2019-04-01,Kolkata,Banglore,14:05:00,20:45:00,400,1 ,No info,13364
Air Asia,2019-05-06,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,3383
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,520,1 ,No info,13731
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,1325,2 ,No info,12273
Air India,2019-06-09,Kolkata,Banglore,16:50:00,05:35:00,765,2 ,No info,11642
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,21:00:00,900,1 ,No info,7485
Indigo,2019-03-03,Delhi,Cochin,07:35:00,21:20:00,825,2 ,No info,9413
Jet Airways,2019-06-09,Delhi,Cochin,15:00:00,19:00:00,1680,1 ,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1 ,No info,13731
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,19:00:00,1195,2 ,No info,15129
Multiple Carriers,2019-05-21,Delhi,Cochin,11:25:00,19:00:00,455,1 ,No info,9103
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:45:00,1070,1 ,No info,13817
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1 ,No info,14151
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,14:25:00,1285,1 ,In-flight meal not included,10539
Indigo,2019-05-18,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No info,2754
Jet Airways,2019-06-27,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,7229
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:15:00,520,1 ,No info,7155
Jet Airways,2019-04-15,Delhi,Cochin,14:00:00,19:00:00,300,1 ,In-flight meal not included,6542
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,20:45:00,855,1 ,No info,12681
Indigo,2019-06-15,Delhi,Cochin,11:25:00,01:30:00,845,1 ,No info,5883
Spicejet,2019-06-15,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,3873
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,12:35:00,1415,1 ,In-flight meal not included,12373
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2 ,No info,13014
Spicejet,2019-05-06,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Jet Airways,2019-05-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,165,0,No info,3383
Indigo,2019-03-06,Kolkata,Banglore,22:10:00,00:55:00,165,0,No info,4778
Indigo,2019-06-21,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1655,1 ,In-flight meal not included,9663
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,19:50:00,685,1 ,No info,14571
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000,2 ,No info,13882
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2 ,In-flight meal not included,10368
Air India,2019-05-15,Delhi,Cochin,10:55:00,07:40:00,1245,2 ,No info,12803
Jet Airways,2019-04-18,Banglore,Delhi,11:10:00,14:05:00,175,0,No info,7229
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,19:00:00,1775,2 ,No info,15129
Indigo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,No info,4804
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,10:45:00,865,1 ,No info,8452
Indigo,2019-06-12,Delhi,Cochin,15:00:00,01:30:00,630,1 ,No info,5684
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,10:25:00,1365,1 ,In-flight meal not included,7832
Air India,2019-05-21,Kolkata,Banglore,08:20:00,18:30:00,610,2 ,No info,10697
Multiple Carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1 ,No info,36983
Air India,2019-06-03,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,5510
Indigo,2019-05-21,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Indigo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,No info,4174
Spicejet,2019-06-03,Delhi,Cochin,06:05:00,11:20:00,315,1 ,No info,5583
Indigo,2019-03-03,Delhi,Cochin,09:10:00,21:00:00,710,1 ,No info,14871
Air India,2019-03-15,Banglore,New Delhi,08:15:00,11:20:00,1625,2 ,No info,8534
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1 ,In-flight meal not included,11134
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,12:35:00,940,1 ,In-flight meal not included,10262
Indigo,2019-03-21,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4148
Indigo,2019-03-21,Kolkata,Banglore,20:25:00,23:05:00,160,0,No info,4462
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4544
Indigo,2019-06-03,Delhi,Cochin,18:35:00,01:30:00,415,1 ,No info,6628
Multiple Carriers,2019-03-01,Delhi,Cochin,00:20:00,13:20:00,780,1 ,No info,29528
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2 ,No info,15339
Jet Airways,2019-06-24,Banglore,Delhi,19:50:00,22:50:00,180,0,No info,8016
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1 ,No info,18286
Multiple Carriers,2019-05-21,Delhi,Cochin,18:00:00,01:30:00,450,1 ,No info,7888
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0,No info,8016
Spicejet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3257
Jet Airways,2019-04-01,Banglore,Delhi,11:10:00,14:05:00,175,0,No info,7229
Indigo,2019-03-01,Banglore,New Delhi,13:40:00,18:35:00,295,1 ,No info,8707
Vistara,2019-03-03,Banglore,New Delhi,11:30:00,14:10:00,160,0,No info,8028
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,05:05:00,375,1 ,No info,26890
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,7740
Indigo,2019-06-06,Delhi,Cochin,09:15:00,01:30:00,975,1 ,No info,6628
Indigo,2019-05-27,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No info,2227
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2 ,In-flight meal not included,11733
Jet Airways,2019-06-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Jet Airways,2019-04-15,Delhi,Cochin,11:30:00,19:00:00,450,1 ,In-flight meal not included,6542
Air India,2019-05-21,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4145
Vistara,2019-06-27,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Jet Airways,2019-06-24,Delhi,Cochin,09:25:00,12:35:00,1630,2 ,No info,13882
Indigo,2019-03-21,Delhi,Cochin,10:45:00,01:35:00,890,1 ,No info,7318
Multiple Carriers,2019-05-21,Delhi,Cochin,17:15:00,00:55:00,460,1 ,No info,7858
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1 ,In-flight meal not included,8529
Air India,2019-06-21,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,5201
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:00:00,660,1 ,No info,10197
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2 ,No info,11791
Indigo,2019-03-09,Banglore,New Delhi,21:20:00,00:15:00,175,0,No info,4777
Indigo,2019-03-06,Delhi,Cochin,07:35:00,12:00:00,265,1 ,No info,7725
Air Asia,2019-04-12,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,4282
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,12717
Vistara,2019-04-01,Banglore,Delhi,21:00:00,23:50:00,170,0,No info,5403
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,10:55:00,870,1 ,No info,14151
Multiple Carriers,2019-06-15,Delhi,Cochin,16:00:00,01:30:00,570,1 ,In-flight meal not included,10196
Air India,2019-03-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4435
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,04:25:00,1570,1 ,In-flight meal not included,10262
Vistara,2019-04-15,Delhi,Cochin,06:00:00,09:10:00,190,0,No info,6216
Spicejet,2019-06-18,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Air India,2019-03-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,5170
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2 ,No info,12609
Multiple Carriers,2019-05-18,Delhi,Cochin,12:50:00,21:00:00,490,1 ,No info,7670
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1 ,No info,14571
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,16:20:00,1405,1 ,In-flight meal not included,11134
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,5201
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,19:15:00,730,1 ,No info,14533
Air India,2019-06-12,Kolkata,Banglore,07:00:00,16:15:00,555,1 ,No info,11936
Spicejet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,3859
Indigo,2019-05-15,Delhi,Cochin,08:35:00,16:10:00,455,1 ,No info,6442
Air Asia,2019-03-21,Delhi,Cochin,16:45:00,07:10:00,865,1 ,No info,6151
Vistara,2019-04-09,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,5403
Spicejet,2019-05-01,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,4423
Air India,2019-03-01,Banglore,New Delhi,13:50:00,18:40:00,1730,1 ,No info,17198
Indigo,2019-03-09,Banglore,New Delhi,06:00:00,08:45:00,165,0,No info,7648
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,14:25:00,1285,1 ,No info,13067
Indigo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0,No info,4823
Air India,2019-05-01,Delhi,Cochin,20:40:00,09:25:00,765,1 ,No info,7480
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,18:25:00,405,1 ,In-flight meal not included,9134
Indigo,2019-06-15,Delhi,Cochin,15:10:00,20:00:00,290,1 ,No info,6147
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1 ,In-flight meal not included,6540
Goair,2019-06-09,Delhi,Cochin,14:25:00,19:35:00,310,1 ,No info,9069
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,04:25:00,550,1 ,No info,16289
Indigo,2019-03-01,Kolkata,Banglore,17:15:00,19:55:00,160,0,No info,6565
Jet Airways,2019-05-18,Banglore,Delhi,06:00:00,08:45:00,165,0,No info,7229
Indigo,2019-03-27,Delhi,Cochin,04:45:00,15:30:00,645,1 ,No info,7048
Air India,2019-05-15,Kolkata,Banglore,07:00:00,16:15:00,555,1 ,No info,11936
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
